city,mape,r2,annual_growth_rate,latest_signal,avg_expected_return,avg_risk,risk_adjusted_return
"Buckeye, AZ",2.2514035253689073,0.3421186136720853,11.329986440129701,sell,0.010576228865899557,0.031467684836663734,0.3360980930372401
"Suwanee, GA",6.127904519729062,0.9699340031165494,8.629165702483554,sell,0.009598223855282135,0.06617503255027304,0.14504297898139124
"Syracuse, UT",5.536475287067886,0.9742906135372866,8.047511838582855,sell,0.0104133090768354,0.08058216485577756,0.12922597817361553
"St. George, UT",6.167528345806757,0.9677535272299062,11.119412523755102,sell,0.013423302652448342,0.09938477504826469,0.1350639737920574
"Brownsburg, IN",7.752635582020556,0.9379943016723774,5.1027089266610925,sell,0.010384773813087023,0.09733120197482115,0.10669521800186425
"Bluffton, SC",8.218095439682513,0.9259738916616929,5.874774756810286,sell,0.016202013987368986,0.10771688103637943,0.15041295135436616
"Tooele, UT",5.910334232990653,0.9781846650977037,9.34066058233174,sell,0.012619629542433357,0.05626010336865906,0.22430868034031026
"Bentonville, AR",5.928872628364483,0.9749521174411694,7.098834935355858,buy,0.010355269552672122,0.08827085641521988,0.11731244006472152
"Venice, FL",8.835365211757122,0.9381484076764613,7.56603539652938,sell,0.009787835204324196,0.10075669314949733,0.0971432755320933
"Temple, TX",2.9523406046974565,0.9918445661040192,6.4258393279259085,sell,0.00886010584247629,0.05260292224489753,0.16843371935169854
"Converse, TX",5.415883895460269,0.9550329052653975,4.716371658942609,sell,0.005131728829250311,0.0582705046200266,0.08806734835597461
"Texas City, TX",7.122057729871593,0.9673219842772998,11.51553933273448,sell,0.027107024827574263,0.1345379649543938,0.20148234616721836
"Wake Forest, NC",6.639355712495528,0.9382246610710169,3.961508942480818,sell,0.011226307523406986,0.07671527235857671,0.14633732212972966
"Payson, UT",5.154432292824603,0.9771502951930191,10.228376469686307,sell,0.020199110275747723,0.11272147578215079,0.17919487068094445
"Apopka, FL",4.419772357058562,0.9854874493513238,11.71081066143862,sell,0.009585212411481182,0.0689982143697472,0.13891971696710884
"Woodburn, OR",8.69586692133718,0.9414838271319099,8.471178053338768,buy,0.01839996163817302,0.1273648610442318,0.14446654663866043
"Apex, NC",5.71587553074645,0.9731649780345508,7.86915199525835,sell,0.009854525923791673,0.07186951141205021,0.13711691828949021
"Winter Haven, FL",3.106023118087749,0.9924972450322688,9.909830056609614,sell,0.015021881867272765,0.09949487244954011,0.15098146766197698
"Windsor, CO",7.7044335160866115,0.9228441482442421,6.010256496008415,sell,0.012165998882936029,0.08703244820842583,0.13978693157982666
"Westfield, IN",6.485738326368493,0.9528317259278529,6.399691489641746,buy,0.015701749140273398,0.08738223295838966,0.1796904085496462
"Belton, TX",6.610106187090273,0.9481482801959976,6.913268757945024,buy,0.02384872422007746,0.17206264576854982,0.1386048907568095
"Athens, AL",5.090573764695586,0.9746291577486379,6.8751662163035965,sell,0.02770174079120852,0.1858829778297711,0.14902785136451477
"Weatherford, TX",5.593200929411776,0.970080076297824,4.610868573322313,sell,0.010124357338010231,0.0764613859198982,0.13241137622873617
"Avon, IN",8.726696234965047,0.9319688528820699,5.559723749668621,sell,0.007667962653067038,0.09196894394118275,0.0833755648860224
"Waxahachie, TX",5.557542044150249,0.9738351903718347,10.321282897389228,sell,0.011148585848056565,0.0733105482678016,0.15207342069426433
"Waukee, IA",5.179090643135574,0.9421155253376369,4.59745859742926,sell,0.007410479914640707,0.07799274411599404,0.0950149914409927
"Washington, UT",8.960709935669394,0.9427095048812142,7.0259065338628135,buy,0.029459738217092874,0.19069245133284748,0.15448822442201374
"West Palm Beach, FL",7.844271800008984,0.058921676458308925,15.778855319277007,buy,0.01865528860418418,0.09909949721705658,0.1882480651069672
"Ankeny, IA",4.028252977196385,0.9678721182625198,5.091929620668378,buy,0.0059663888395255354,0.06293374158570868,0.09480429240648254
"Auburn, AL",2.7646803720704214,0.35459843018458115,11.78715574451168,sell,0.10850448878738243,0.28165255402567363,0.38524233931673085
"Tuscaloosa, AL",9.099021513255796,0.8760268029650877,-4.097028582800954,sell,0.03945509977059582,0.15309573190359455,0.2577152170084073
"Beaumont, CA",2.9284299350050675,0.18813156227201477,9.659463801208922,sell,0.008435537599129496,0.037880369106483985,0.22268889660015442
"Menifee, CA",2.4798842743433926,0.2768264788815009,9.805120376456667,sell,0.007589397261713183,0.03141386464836346,0.24159387412744077
"Bryan, TX",11.410770397553991,0.8270976855067438,-2.9535749420823487,sell,-0.003176426335886679,0.12139177731246487,-0.026166733910736754
"Opelika, AL",4.056477671422492,0.9683655898612579,16.06953206166615,sell,0.03394505947186056,0.19532543929850782,0.1737871912320838
"Clarksville, TN",2.2568453163672793,0.46750124647095914,6.067528502857167,buy,0.005729735197073184,0.03479275748941073,0.1646818364085412
"Columbia, TN",4.019414405701977,0.2960065187003311,10.936685930068757,buy,0.020695709313941983,0.08707751653560848,0.2376699535921987
"Lebanon, TN",5.023483724996895,0.9681297914197797,8.517035465389755,sell,0.013042416559775036,0.07429551424953207,0.17554783342598884
"Murfreesboro, TN",4.148106277219999,0.9832378308068301,8.599459258050612,buy,0.008780914726855715,0.042976070081776716,0.20432102586734927
"Fort Mill, SC",10.954487934221207,0.889087735761199,10.458913870858378,sell,0.017116121572991208,0.1388782011100107,0.12324555931879387
"Monroe, NC",5.684954741351455,0.9729675624736422,10.469262992235272,sell,0.01173047276209426,0.07517013918551683,0.15605229535552584
"Kannapolis, NC",6.249742029090393,0.9705799930824608,10.968311825206323,buy,0.012521456683906917,0.08726127460779445,0.14349385497961156
"Waxhaw, NC",11.92095958981426,0.8285878755736631,2.93196075120592,sell,0.008406456448359127,0.1020133649867008,0.0824054421639268
"Mount Juliet, TN",6.590282308533597,0.9571810085073295,9.869140791807073,sell,0.009522249561283197,0.07131064231018866,0.1335319561400541
"Smyrna, TN",5.927137653154387,0.9666401889583129,10.613765221031501,sell,0.010356170671193635,0.0639487632322022,0.16194481562668683
"Spring Hill, TN",5.662486033579558,0.9610272821269832,9.260347909272749,buy,0.01010174201317798,0.05982267032719241,0.16886143593938216
"Gallatin, TN",5.653894851646989,0.9591245847469483,6.622403282286693,sell,0.009081022456014356,0.06801812148144323,0.13350886878714885
"Conway, AR",6.4688038744355305,0.35217640947838047,2.5001846038019027,buy,0.008302811511959286,0.09523281562937122,0.08718435401797126
"Kalispell, MT",7.495777426007232,0.9638088554985839,9.857961542155413,sell,0.012228178823957367,0.07795302267708437,0.15686599959839723
"Nixa, MO",7.385032213110653,0.928048195124569,8.312791159516042,sell,0.01082910884367828,0.10007270193027204,0.10821241592161378
"Suffolk, VA",4.637810817192619,0.04371741526009698,4.983316726258913,sell,0.007157427587048739,0.05526065433324953,0.1295212239776578
"Wilmington, NC",5.70407407159318,0.033650645986475713,7.32986726267435,buy,0.010098727951357654,0.07755089063201671,0.13022065728782767
"Palm Bay, FL",1.4023465287362458,0.9981993541724447,12.922191679205298,buy,0.009364122997211573,0.031790184944879785,0.29456019250746085
"West Melbourne, FL",5.2266228357933695,0.956074696550628,8.328831588633134,sell,0.008811178153656393,0.06057929699553692,0.145448669605815
"Harrison, NY",28.96773071092395,0.21135684203049998,5.9766186034180935,sell,0.05297554560924336,0.33188158649412514,0.15962182828176014
"Fort Myers, FL",5.358826401907191,0.9638428557044316,7.687690706532102,buy,0.006314331660801633,0.06785997037195293,0.09304943144230132
"Cape Coral, FL",2.2747937580150337,0.9917982171455643,8.187195909969303,sell,0.007286727644234724,0.03177703615814229,0.22930796969142864
